,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y.1,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,avg_daily_high_range,avg_daily_low_range,Earnings_BMO,Earnings_AMC,DJIA
K,10.77,5.32,0.188,358340000.0,0.0028000000000000004,20530000000.0,13.28,4.31,-0.0166,344580000.0,-0.0922,1850000000.0,3.27,0.89,0.893,0.0369,-0.1656,13440000000.0,1.53,0.855,-0.0209,4.53,-0.19899999999999998,8.78,6.53,0.0012,0.107,67.68,-0.153,0.86,66.45,0.033,0.6970000000000001,0.0051,2.24,113.44,0.064,0.142,-0.23579999999999998,0.56,0.0391,0.5,-0.019,0.366,0.0397,1.32,33000,0.8,0.069,0.152,36.97,1,2.93,0.316,0.138,0.67,56.74,1,2.86,2019-01-30,0.409,2810000.0,57.3,2.8,-0.0263,-0.083,-0.1352,1896959.0,0.009899999999999999,0.017,0.0242,1,0,0
KEY,9.99,1.56,0.003,1070000000.0000001,0.06570000000000001,16680000000.0,8.16,1.91,-0.09849999999999999,1030000000.0,-0.1551,1660000000.0,1.05,0.47,0.821,0.013000000000000001,-0.22640000000000002,4700000000.0,3.55,0.564,-0.016,1.02,-0.2039,13.27,1.17,0.1035,0.011000000000000001,21.11,-0.2302,1.83,8.52,0.095,0.109,0.0541,0.68,20.44,0.077,0.10800000000000001,-0.3045,1.17,0.0436,,0.102,,0.141,0.55,18415,,0.11699999999999999,0.769,47.56,1,1.01,0.391,0.324,0.67,15.07,1,1.01,2019-01-17,0.345,13130000.0,15.58,2.1,0.0207,-0.08130000000000001,-0.1977,8759359.0,0.0338,0.027000000000000003,0.0381,1,0,0
KEYS,,-0.7,0.006,191290000.0,0.0421,11850000000.0,14.6,4.24,-0.1883,186710000.0,-0.0074,-129000000.0,,0.8,0.879,0.016399999999999998,-0.0629,3880000000.0,3.06,-2.205,-0.0151,1.27,0.0412,13.01,4.76,0.1251,0.027999999999999997,75.38,0.44909999999999994,,,0.18350000000000002,0.066,-0.0021,,28.02,-0.17600000000000002,-0.015,-0.12,1.08,,1.2,0.061,0.5489999999999999,0.4704,2.07,12900,1.6,0.192,-0.08900000000000001,56.35,1,0.74,-1.8530000000000002,0.043,0.72,58.32,1,0.53,2019-11-20,0.0,2410000.0,61.95,1.4,0.037000000000000005,0.0475,0.0507,1736418.0,0.0622,0.0352,0.0333,0,1,0
KHC,15.77,2.82,0.0014000000000000002,1260000000.0,0.0167,56180000000.0,11.93,3.73,-0.9207,621980000.0,-0.1348,3460000000.0,2.5,0.96,0.865,0.0335,-0.1998,26250000000.0,2.14,0.157,-0.0212,2.91,-0.3043,53.64,0.83,0.0313,0.086,59.82,-0.42229999999999995,1.08,41.13,0.0632,0.158,0.0337,2.5,,0.319,0.054000000000000006,-0.4485,0.69,0.0562,0.6,0.179,0.36200000000000004,0.0695,1.3,39000,1.0,0.016,0.20800000000000002,38.29,1,0.5,-0.273,0.396,0.9,43.31,1,0.47,2019-01-31,0.293,7150000.0,44.49,2.4,-0.0316,-0.11539999999999999,-0.21969999999999998,6417111.0,0.027200000000000002,0.026699999999999998,0.030899999999999997,0,1,0
KIM,28.07,0.53,0.001,433470000.0,-0.0146,6420000000.0,23.08,0.64,0.0248,409510000.0,-0.10779999999999999,222400000.0,6.1,0.15,0.9009999999999999,0.0377,-0.0644,1200000000.0,5.37,0.128,0.0098,3.7,-0.12,12.83,1.16,-0.373,0.043,17.15,-0.17670000000000002,0.34,43.88,0.046,0.091,0.0116,1.12,37.09,0.31,0.031,-0.17670000000000002,0.47,0.0756,,0.086,0.722,0.1261,0.45,546,,-0.04,0.319,41.56,1,0.91,-0.12300000000000001,0.409,0.65,14.55,1,0.91,2019-01-31,0.9620000000000001,4170000.0,14.82,2.8,-0.0483,-0.056600000000000004,-0.060700000000000004,2705322.0,0.018600000000000002,0.0281,0.0319,1,0,0
KLAC,10.77,8.48,0.003,161440000.0,0.034,14740000000.0,10.01,9.12,-0.09849999999999999,152750000.0,-0.0974,1330000000.0,1.08,2.2,0.961,0.0342,-0.11199999999999999,4160000000.0,3.54,0.289,-0.011399999999999999,2.74,-0.1173,10.1,9.04,0.022000000000000002,0.165,120.62,-0.1497,17.25,5.29,0.09939999999999999,0.634,0.0202,3.0,19.95,0.188,0.33,-0.2635,1.46,0.0329,2.7,0.073,0.6459999999999999,0.1321,3.7,6550,3.4,0.128,0.389,51.82,1,0.0,0.49700000000000005,0.22,0.88,85.81,1,1.43,2019-01-28,0.45399999999999996,1910000.0,91.3,2.0,0.018799999999999997,-0.0078000000000000005,-0.1213,1686802.0,0.064,0.0392,0.0405,0,1,0
KMB,23.84,4.69,0.0037,375790000.0,-0.0088,42040000000.0,16.54,6.77,-0.015700000000000002,345030000.0,-0.0116,1650000000.0,4.98,1.66,0.753,0.0287,-0.0059,18500000000.0,2.27,0.033,-0.026600000000000002,4.33,0.0479,-0.38,,0.0159,0.10800000000000001,106.06,-0.0444,1.31,85.11,0.0479,8.55,-0.0181,4.0,56.28,0.096,0.302,-0.0941,0.54,0.0358,0.5,-0.013000000000000001,0.313,0.1522,3.16,42000,0.8,-0.018000000000000002,0.13,49.45,1,,-0.14400000000000002,0.087,0.99,110.64,1,,2019-10-22,0.852,2290000.0,111.88,3.3,-0.0141,0.0098,0.0269,2257407.0,0.011200000000000002,0.0216,0.028900000000000002,1,0,0
KMI,,-0.57,0.003,2340000000.0,0.0471,37940000000.0,15.63,1.04,0.07769999999999999,1900000000.0,-0.0613,-1287000000.0,,0.25,0.632,0.0222,-0.1096,14000000000.0,2.71,-3.198,0.0113,2.52,-0.0762,15.19,1.07,0.1405,-0.001,21.65,-0.1435,1.48,10.97,0.12,-0.001,0.0559,0.8,16.75,-0.217,0.003,-0.18100000000000002,0.67,0.0493,1.0,0.066,0.494,0.1108,0.55,10897,1.1,0.07200000000000001,0.22399999999999998,53.63,1,1.12,1.099,-0.003,0.72,15.71,1,1.05,2019-01-16,,16810000.0,16.24,1.8,0.026000000000000002,-0.0194,-0.042800000000000005,12024472.0,0.0337,0.0322,0.0348,0,1,0
KMX,15.43,4.12,0.004,174360000.0,0.0068000000000000005,11090000000.0,12.53,5.08,-0.2559,173740000.0,-0.031400000000000004,742400000.0,1.04,1.06,,0.0669,-0.13470000000000001,17750000000.0,0.62,0.12300000000000001,-0.0149,6.35,-0.1642,19.75,3.22,0.0789,0.039,81.71,-0.049699999999999994,0.21,298.95,0.14800000000000002,0.205,0.013999999999999999,,,0.14400000000000002,0.040999999999999995,-0.2211,1.44,,0.5,0.09300000000000001,0.135,0.1515,2.08,25110,2.4,0.086,0.059000000000000004,52.21,1,3.9,0.262,0.039,0.69,61.89,1,3.78,2019-12-21,0.0,1830000.0,63.61,1.8,0.0327,-0.0143,-0.0812,1254337.0,0.0278,0.0246,0.0362,1,0,0
KO,30.4,1.57,0.001,4410000000.0,0.0008,209580000000.0,21.46,2.22,-0.1497,4219999999.9999995,-0.042699999999999995,6720000000.0,4.52,0.43,0.6809999999999999,0.006999999999999999,0.0371,32310000000.000004,6.49,-0.264,0.004699999999999999,2.0,0.0652,4.29,11.09,0.0638,0.031,51.66,0.046900000000000004,4.28,11.12,0.0672,0.151,0.0046,1.56,314.68,-0.11,0.125,-0.0643,0.57,0.032799999999999996,1.0,-0.059000000000000004,0.637,0.1476,1.02,61800,1.1,-0.092,0.396,47.2,1,2.45,0.568,0.086,0.87,46.64,1,1.4,2019-01-29,2.298,14730000.0,47.57,2.3,-0.0121,-0.0182,0.0461,12871836.0,0.0199,0.0171,0.022099999999999998,1,0,1
KORS,9.55,3.97,0.032,151820000.0,0.0415,5760000000.0,7.2,5.26,-0.17059999999999997,143270000.0,-0.1566,608700000.0,1.51,1.58,0.92,0.0338,-0.44689999999999996,5080000000.0,1.13,0.203,0.0108,1.44,-0.43060000000000004,14.57,2.6,0.0484,0.14400000000000002,65.38,-0.4033,1.02,37.09,0.063,0.28300000000000003,-0.39759999999999995,,5.8,0.149,0.215,-0.5008,0.56,,0.7,0.16699999999999998,0.612,0.06280000000000001,1.55,8166,1.5,0.09300000000000001,0.159,36.0,1,0.35,-0.311,0.11599999999999999,0.63,37.92,1,0.23,2019-02-06,0.0,3360000.0,37.92,2.4,-0.0292,-0.18359999999999999,-0.3876,0.0,0.0,0.0362,0.043,1,0,0
KR,8.39,3.3,0.006999999999999999,821740000.0,0.0102,22730000000.0,12.23,2.26,-0.0338,792520000.0,-0.0706,2740000000.0,1.52,0.49,0.8340000000000001,0.050199999999999995,-0.058499999999999996,124100000000.0,0.18,-0.47600000000000003,0.01,5.07,-0.0329,9.6,2.88,0.059000000000000004,0.099,31.22,-0.0068000000000000005,0.52,52.98,0.055099999999999996,0.507,0.0058,0.56,31.18,-0.05,0.07,-0.1552,0.77,0.0202,0.2,0.049,0.217,0.21050000000000002,0.86,449000,0.7,-0.003,0.033,42.09,1,1.96,-0.11900000000000001,0.03,1.31,27.35,1,1.52,2019-12-06,0.11800000000000001,7850000.0,27.66,2.5,-0.023799999999999998,-0.054000000000000006,-0.0042,10298945.0,0.0113,0.022400000000000003,0.0322,1,0,0
KSS,12.87,5.16,0.006999999999999999,164050000.0,0.0245,10890000000.0,11.5,5.78,-0.061900000000000004,162980000.0,-0.023700000000000002,860000000.0,1.22,2.16,,0.1503,-0.08839999999999999,20180000000.0,0.54,0.385,-0.0019,6.26,-0.0784,33.25,2.0,0.04769999999999999,0.075,76.83,0.1931,6.38,10.41,0.1052,0.183,0.0011,2.44,8.58,0.006999999999999999,0.10300000000000001,-0.2026,1.06,0.036699999999999997,0.4,-0.002,0.389,0.2643,2.68,33000,1.6,0.013000000000000001,0.07200000000000001,51.43,1,0.72,0.384,0.049,0.96,66.37,1,0.7,2019-11-20,0.39299999999999996,3910000.0,66.41,2.5,0.048600000000000004,-0.043899999999999995,-0.0579,3749463.0,0.0006,0.0358,0.042300000000000004,1,0,0
KSU,17.05,5.68,0.002,103820000.0,0.0104,10060000000.0,14.08,6.88,-0.028900000000000002,101110000.0,-0.0642,583900000.0,1.16,1.57,0.907,0.0227,-0.1463,2680000000.0,3.75,0.17800000000000002,-0.011399999999999999,1.84,-0.08199999999999999,46.88,2.07,0.15109999999999998,0.11,123.78,-0.09519999999999999,1.03,93.93,0.147,0.21899999999999997,0.0152,1.44,13.35,0.08800000000000001,0.084,-0.1948,0.82,0.0149,1.0,0.028999999999999998,0.653,0.0701,2.86,7130,1.3,0.065,0.36,49.74,1,0.56,0.245,0.38,0.98,92.87,1,0.56,2019-01-18,0.145,1240000.0,96.9,2.2,0.009300000000000001,-0.0231,-0.1024,1220750.0,0.0434,0.0276,0.029300000000000003,1,0,0
L,13.62,3.35,0.6854,324010000.0,0.0151,14790000000.0,12.34,3.7,0.0,274410000.0,-0.0588,1090000000.0,1.29,0.68,0.679,0.0178,-0.0897,14350000000.0,1.03,0.493,0.0076,3.7,-0.055999999999999994,59.99,0.76,0.2072,0.016,54.0,-0.0955,1.76,25.9,0.1056,0.068,0.0029,0.25,4.82,0.034,0.061,-0.1482,0.69,0.0055000000000000005,,-0.006999999999999999,,0.08539999999999999,1.18,18100,,0.024,0.146,51.71,1,0.6,0.888,0.08900000000000001,0.83,44.52,1,0.6,2019-02-04,0.064,1320000.0,45.65,2.0,0.013500000000000002,-0.0197,-0.07200000000000001,1099683.0,0.0254,0.0173,0.0273,1,0,0
LB,11.61,2.39,0.001,278710000.0,0.0621,7720000000.0,10.15,2.73,-0.0049,227400000.0,-0.1935,677000000.0,4.66,2.02,0.7609999999999999,0.0655,-0.056799999999999996,13210000000.0,0.58,-0.21899999999999997,-0.0192,2.7,-0.2214,-4.78,,0.0115,0.098,35.54,-0.5236,1.25,22.19,0.024900000000000002,-0.738,0.0795,1.2,,0.042,0.259,-0.48100000000000004,0.71,0.0433,0.5,0.038,0.376,0.16870000000000002,1.47,25200,1.4,0.06,0.10800000000000001,44.4,1,,-1.518,0.057999999999999996,1.06,26.46,1,,2019-11-19,0.877,5520000.0,27.71,2.7,-0.032,-0.1159,-0.155,5839162.0,0.0472,0.0492,0.0535,0,1,0
LEG,14.58,2.5,0.009000000000000001,133910000.0,0.013000000000000001,4890000000.0,13.78,2.65,-0.0359,129150000.0,-0.0906,339600000.0,2.35,0.54,0.815,0.0705,-0.1574,4210000000.0,1.16,-0.044000000000000004,-0.0127,6.1,-0.1865,8.71,4.19,0.0978,0.08,43.17,-0.23309999999999997,2.71,13.45,0.062,0.247,0.019,1.52,62.3,0.098,0.155,-0.258,1.01,0.0416,1.3,0.028999999999999998,0.207,0.0908,1.21,22500,2.1,0.081,0.113,49.44,1,1.16,0.095,0.069,0.65,35.45,1,1.16,2019-01-24,0.688,1490000.0,36.52,2.1,0.0009,-0.0173,-0.1308,966229.0,0.0302,0.027000000000000003,0.0348,0,1,0
LEN,9.78,4.21,0.009000000000000001,330410000.0,0.0433,13620000000.0,6.28,6.57,-0.013300000000000001,303520000.0,-0.055,1270000000.0,0.54,1.93,0.97,0.0475,-0.10880000000000001,17900000000.0,0.76,-0.14,-0.0105,2.89,-0.2242,42.88,0.96,0.3392,0.04,58.13,-0.387,3.17,12.99,0.182,0.085,0.0526,0.16,31.09,0.017,0.049,-0.429,1.09,0.0039000000000000003,,0.252,0.127,0.1051,1.58,9111,,0.7390000000000001,0.084,52.31,1,0.76,0.295,0.057,0.91,39.55,1,0.76,2019-01-09,0.05,4980000.0,41.21,1.8,0.022000000000000002,-0.0042,-0.1711,4535054.0,0.042,0.0387,0.040999999999999995,1,0,0
LH,14.23,8.99,0.003,103660000.0,0.027000000000000003,13260000000.0,11.39,11.24,-0.0129,100320000.0,-0.1358,928500000.0,1.59,2.49,0.961,0.0218,-0.2552,11340000000.0,1.17,0.027000000000000003,-0.0172,2.2,-0.2922,71.34,1.79,0.0223,0.086,167.18,-0.2152,8.61,14.86,0.0897,0.204,0.0127,,9.86,0.038,0.073,-0.32780000000000004,1.08,,1.4,0.13,0.293,0.0719,4.71,60000,1.6,0.08,0.121,36.7,1,0.89,0.877,0.126,1.3,123.7,1,0.83,2019-01-23,0.0,997560.0,127.96,2.3,-0.030899999999999997,-0.1472,-0.2427,1295039.0,0.0344,0.0263,0.0322,1,0,0
LIN,24.91,6.29,0.001,569580000.0,0.0014000000000000002,89210000000.0,23.83,6.57,,550670000.0,-0.047,1830000000.0,2.26,1.29,0.24170000000000003,0.0126,,12040000000.0,7.41,0.08900000000000001,0.0002,2.0,,21.63,7.24,0.1311,0.071,172.02,,1.05,148.69,0.11,0.233,0.0038,3.3,104.71,0.002,0.121,-0.0613,,0.021099999999999997,0.7,0.004,0.43700000000000006,0.0732,4.54,26714,0.9,0.035,0.22,50.57,1,1.33,0.092,0.11900000000000001,0.52,152.29,1,1.06,2019-11-29,0.654,3460000.0,156.63,2.4,0.0052,-0.008,-0.008,1801275.0,0.0285,0.0233,0.0273,0,0,0
LKQ,15.05,1.58,0.004,318080000.0,-0.0108,7580000000.0,9.46,2.52,-0.0039000000000000003,315100000.0,-0.15710000000000002,497500000.0,0.45,0.5,0.938,0.031,-0.23149999999999998,11340000000.0,0.67,0.022000000000000002,0.0074,2.86,-0.2583,15.22,1.57,0.1389,0.054000000000000006,39.77,-0.4266,1.07,22.21,0.335,0.125,0.0042,,20.19,0.11599999999999999,0.071,-0.4567,1.26,,1.0,0.188,0.384,0.0479,0.93,43000,2.6,0.266,0.078,39.66,1,0.9,0.066,0.05,0.94,22.91,1,0.88,2019-01-24,0.0,3420000.0,23.83,1.5,-0.0335,-0.09539999999999998,-0.2426,3196529.0,0.04019999999999999,0.0381,0.039900000000000005,1,0,0
LLL,15.9,10.76,0.005,79740000.0,0.0096,13640000000.0,14.9,11.48,0.0,78210000.0,-0.06480000000000001,856000000.0,1.01,2.75,0.8190000000000001,0.031,-0.19899999999999998,9000000000.0,1.52,0.078,-0.008199999999999999,2.66,-0.11689999999999999,71.87,2.38,0.11470000000000001,0.08199999999999999,233.85,-0.1417,6.36,26.89,0.158,0.2,-0.015300000000000001,3.2,45.6,0.011000000000000001,0.1,-0.2357,1.13,0.0187,1.6,-0.061,0.243,0.0771,5.27,31000,2.0,0.099,0.13,42.45,1,0.0,0.39899999999999997,0.11900000000000001,0.67,167.99,1,0.6,2019-01-24,0.231,911880.0,171.0,2.1,-0.0366,-0.081,-0.1452,608761.0,0.0179,0.026099999999999998,0.030600000000000002,1,0,0
LLY,50.42,2.27,0.11199999999999999,1090000000.0,0.015700000000000002,124500000000.0,19.35,5.93,-0.032400000000000005,1060000000.0,-0.0326,2360000000.0,3.75,1.36,0.8,0.008100000000000001,0.0556,24280000000.0,5.13,-0.37,-0.006500000000000001,1.72,0.3246,12.82,8.94,0.0613,0.01,117.88,0.3467,8.32,13.78,0.1344,0.035,-0.0092,2.25,54.8,-0.15,0.066,-0.0432,0.4,0.0196,1.5,0.002,0.7340000000000001,0.556,3.03,40655,1.9,0.071,0.12300000000000001,55.51,1,0.97,1.129,0.019,1.15,111.31,1,0.89,2019-02-05,4.9239999999999995,5000000.0,114.66,2.4,0.021400000000000002,0.0259,0.1801,5775106.0,0.0301,0.0241,0.0269,1,0,0
LM,29.65,0.9,0.01,87130000.0,0.053899999999999997,2320000000.0,8.01,3.32,-0.011399999999999999,83680000.0,-0.0783,73000000.0,1.86,0.8,0.868,0.0352,-0.1635,3080000000.0,0.75,-0.6920000000000001,-0.031,3.29,-0.22829999999999998,45.41,0.59,0.0668,0.036000000000000004,30.5,-0.3566,12.59,2.11,0.1595,0.075,0.042699999999999995,1.36,6.74,0.17600000000000002,0.034,-0.43560000000000004,1.61,0.051100000000000007,1.8,0.037000000000000005,0.846,0.1441,0.92,3275,1.8,-0.515,0.10800000000000001,54.09,1,0.57,-0.38299999999999995,0.09300000000000001,0.89,25.91,1,0.51,2019-01-23,0.361,893710.0,26.6,2.8,0.0359,-0.025699999999999997,-0.1943,793010.0,0.026600000000000002,0.031200000000000002,0.0366,0,1,0
LMT,15.39,17.22,0.001,297570000.0,0.0202,78870000000.0,13.5,19.64,-0.1274,284190000.0,-0.107,4940000000.0,0.34,4.39,0.7879999999999999,0.0073,-0.2372,54490000000.0,1.45,0.054000000000000006,-0.0044,1.26,-0.11410000000000001,3.32,79.83,0.11710000000000001,0.069,360.89,-0.17489999999999997,3.01,87.92,0.4573,,0.012199999999999999,8.8,,0.09300000000000001,0.331,-0.2699,0.94,0.0332,0.9,0.016,0.129,0.0989,8.24,100000,1.1,0.16,0.135,42.24,1,15.62,0.547,0.057999999999999996,0.87,258.08,1,14.3,2019-01-22,0.723,1650000.0,265.04,2.0,-0.032400000000000005,-0.0892,-0.16260000000000002,1438698.0,0.027000000000000003,0.023399999999999997,0.0302,1,0,0
LNC,15.56,3.45,0.002,216010000.0,0.049400000000000006,11610000000.0,5.81,9.25,-0.005,211510000.0,-0.1592,757000000.0,1.32,2.2,0.8440000000000001,0.014499999999999999,-0.2266,15550000000.0,0.75,-0.316,-0.0178,1.39,-0.1509,69.8,0.77,0.08380000000000001,0.006999999999999999,72.57,-0.3072,6.76,7.95,0.1177,0.129,0.0472,1.48,12.45,-0.051,0.049,-0.3801,1.84,0.0275,,0.039,,0.1177,1.88,9047,,0.21100000000000002,0.09,47.03,1,0.39,0.201,0.132,1.58,50.84,1,0.39,2019-02-06,0.136,2210000.0,53.73,2.2,0.0151,-0.08259999999999999,-0.1771,3490455.0,0.056799999999999996,0.028399999999999998,0.037000000000000005,0,1,0
LNT,19.35,2.16,0.0015,248890000.0,-0.0064,10380000000.0,18.55,2.25,0.0033,235690000.0,-0.0911,502500000.0,2.8,0.36,0.741,0.017,-0.0197,3520000000.0,2.95,0.158,0.0147,2.09,-0.038900000000000004,19.43,2.15,0.0412,0.036000000000000004,44.31,-0.0005,0.96,43.32,0.069,0.12,-0.0125,1.34,,0.054000000000000006,0.06,-0.10439999999999999,0.25,0.0321,0.6,0.018000000000000002,0.9359999999999999,0.1325,1.0,3989,0.7,0.024,0.2,38.33,1,1.29,0.196,0.14800000000000002,0.92,41.22,1,1.15,2019-02-05,0.591,1920000.0,41.72,3.1,-0.0495,-0.053399999999999996,-0.0199,1773042.0,0.0121,0.0239,0.0241,0,1,0
LOW,20.75,4.52,0.0016,818650000.0,0.0219,76850000000.0,15.55,6.04,-0.0040999999999999995,801640000.0,-0.0045000000000000005,3700000000.0,1.36,0.8,0.77,0.0138,-0.16,71160000000.0,1.08,0.184,0.0059,2.07,-0.0173,6.69,14.03,0.1804,0.1,112.46,0.020099999999999996,2.07,45.34,0.15259999999999999,0.6459999999999999,0.0163,1.92,19.7,0.195,0.179,-0.2025,1.32,0.020499999999999997,0.2,0.063,0.33899999999999997,0.1566,2.94,200000,1.0,0.038,0.08,55.15,1,2.89,-0.256,0.052000000000000005,0.77,91.17,1,2.68,2019-11-20,0.486,5350000.0,93.87,1.9,0.0344,0.009000000000000001,-0.0276,4106875.0,0.0296,0.0232,0.035699999999999996,1,0,0
LRCX,8.09,17.07,0.002,160070000.0,0.0359,22100000000.0,8.25,16.74,0.0,154520000.0,-0.1426,2920000000.0,0.73,3.66,0.935,0.039900000000000005,-0.09269999999999999,10930000000.0,2.02,0.782,-0.0105,1.96,-0.19649999999999998,34.2,4.04,0.15689999999999998,0.18600000000000003,196.2,-0.2828,22.61,6.11,0.1107,0.375,0.0139,4.4,12.02,0.905,0.33299999999999996,-0.4122,1.43,0.0319,2.0,0.252,0.46399999999999997,0.1257,5.98,10900,2.7,-0.059000000000000004,0.281,49.71,1,0.45,0.004,0.213,0.67,131.63,1,0.35,2019-01-23,0.17600000000000002,3150000.0,138.06,2.2,0.0184,-0.0294,-0.1894,2122320.0,0.048799999999999996,0.036699999999999997,0.0437,0,1,0
LUV,12.15,3.94,0.0025,581940000.0,0.0226,27850000000.0,9.99,4.79,-0.009300000000000001,560660000.0,-0.1197,2290000000.0,0.76,1.06,0.807,0.0331,-0.2241,21540000000.0,1.29,-0.028999999999999998,-0.0042,3.46,-0.0771,17.84,2.68,0.1545,0.142,62.05,-0.2627,6.56,7.29,0.159,0.375,0.0297,0.64,6.84,0.43799999999999994,0.175,-0.2805,1.27,0.0134,0.7,0.044000000000000004,0.7240000000000001,0.0808,1.65,58559,0.7,0.051,0.147,45.61,1,0.34,0.22399999999999998,0.172,0.89,45.61,1,0.31,2019-01-24,0.09,5350000.0,47.86,2.0,-0.019299999999999998,-0.061,-0.12619999999999998,4750645.0,0.0493,0.034,0.034300000000000004,1,0,0
LW,30.45,2.48,0.005,150690000.0,0.025099999999999997,11390000000.0,22.63,3.34,0.0,145610000.0,0.0,364600000.0,3.21,0.72,0.8220000000000001,0.019299999999999998,0.0462,3520000000.0,3.23,0.045,-0.0033,1.3,0.0816,-1.68,,0.11410000000000001,0.158,78.4,0.3482,1.0,75.68,0.095,-1.166,0.0275,0.77,68.86,0.025,0.188,-0.0987,,0.0102,1.0,0.043,0.259,0.4282,2.11,7200,1.9,0.11900000000000001,0.16899999999999998,53.14,1,,0.297,0.125,1.26,72.98,1,,2019-01-04,0.253,2160000.0,75.58,2.5,0.0165,-0.023,0.08560000000000001,2715444.0,0.0356,0.0215,0.026600000000000002,1,0,0
LYB,6.72,12.91,0.214,386050000.0,0.0392,33470000000.0,7.72,11.23,0.0659,301540000.0,-0.0808,5070000000.0,1.01,2.41,0.7659999999999999,0.0246,-0.1804,39260000000.0,0.85,0.11599999999999999,-0.0177,2.46,-0.196,28.43,3.05,-0.0512,,104.44,-0.22769999999999999,3.79,22.85,0.0666,,0.0426,4.0,14.45,0.155,0.23,-0.2891,1.22,0.0461,1.1,-0.053,0.17600000000000002,0.1184,3.03,13400,1.8,0.192,0.147,54.27,1,0.78,0.066,0.15,1.18,82.26,1,0.68,2019-01-29,0.259,3030000.0,86.7,2.6,0.042800000000000005,-0.0217,-0.16210000000000002,3571193.0,0.054000000000000006,0.0304,0.0373,1,0,0
M,8.09,3.63,0.003,308010000.0,-0.022000000000000002,9050000000.0,8.09,3.63,-0.198,306550000.0,-0.1447,1120000000.0,,2.78,0.9590000000000001,0.12390000000000001,-0.1204,25710000000.0,0.35,0.597,0.005699999999999999,4.55,-0.2036,18.39,1.6,-0.1416,0.087,35.38,0.15990000000000001,2.39,12.3,-0.0123,0.292,-0.0134,1.51,7.41,-0.004,0.109,-0.3003,0.77,0.051399999999999994,0.2,-0.021,0.405,0.3075,1.34,130000,1.3,0.03,0.071,39.69,1,0.98,1.0290000000000001,0.066,1.15,29.76,1,0.97,2019-11-14,0.273,8350000.0,29.38,2.9,-0.0391,-0.1041,-0.1424,9562536.0,-0.0128,0.0409,0.044199999999999996,1,0,0
MA,33.46,5.67,0.001,1040000000.0,0.005699999999999999,196590000000.0,25.18,7.54,-0.0653,906740000.0,-0.0958,5960000000.0,1.47,1.53,0.78,0.0095,-0.1496,14460000000.0,13.6,0.187,-0.0027,1.67,-0.0458,5.57,34.07,0.1673,0.23,232.86,0.2336,8.2,23.15,0.2275,0.934,0.0059,1.32,36.24,0.14800000000000002,0.44,-0.15789999999999998,1.17,0.006999999999999999,1.6,0.111,,0.2297,7.5,13400,1.6,0.147,0.524,49.41,1,1.1,0.36,0.359,0.86,181.18,1,1.01,2019-01-31,0.195,5150000.0,189.76,1.7,-0.004699999999999999,-0.026600000000000002,-0.0382,4452289.0,0.047400000000000005,0.0298,0.0377,1,0,0
MAC,66.31,0.67,0.0046,143420000.0,0.0236,6340000000.0,61.01,0.73,-0.1449,140260000.0,-0.1266,94200000.0,315.77,0.3,,0.0705,-0.16670000000000001,970200000.0,6.54,-0.68,0.0058,8.21,-0.23190000000000002,21.56,2.05,0.30870000000000003,0.009000000000000001,54.64,-0.32630000000000003,0.65,67.84,0.0021,0.025,0.022000000000000002,3.0,,-0.11199999999999999,0.006999999999999999,-0.3657,0.93,0.0678,,0.045,0.5770000000000001,0.0814,1.42,855,,-0.001,0.027000000000000003,43.01,1,1.73,3.265,0.08199999999999999,0.86,43.6,1,1.73,2019-01-30,5.223,1200000.0,44.23,2.7,-0.0281,-0.0874,-0.18969999999999998,1039780.0,0.0144,0.0277,0.0365,0,1,0
MAR,16.93,6.37,0.1814,347510000.0,0.0111,37470000000.0,16.95,6.36,-0.0001,279260000.0,-0.0981,2300000000.0,0.91,1.39,0.6509999999999999,0.0268,-0.13470000000000001,21280000000.0,1.76,0.9540000000000001,0.0052,3.05,-0.1477,6.7,16.09,0.0333,0.07,135.61,-0.20989999999999998,1.07,100.44,0.1857,0.55,-0.0069,1.64,29.43,0.24600000000000002,0.125,-0.2775,1.24,0.0152,0.5,0.141,0.17300000000000001,0.07150000000000001,3.73,177000,0.5,-0.006,0.11199999999999999,46.79,1,4.01,0.07,0.08,1.24,101.74,1,3.75,2019-02-04,0.31,2450000.0,107.81,2.5,0.0005,-0.0463,-0.147,3035418.0,0.059699999999999996,0.032400000000000005,0.032799999999999996,0,1,0
